fecha,valor,indicator,region
2021-01-01T00:00:00.000+01:00,608715.931,Demanda,peninsular
2021-01-02T00:00:00.000+01:00,680432.407,Demanda,peninsular
2021-01-03T00:00:00.000+01:00,684489.215,Demanda,peninsular
2021-01-04T00:00:00.000+01:00,793625.993,Demanda,peninsular
2021-01-05T00:00:00.000+01:00,806588.156,Demanda,peninsular
2021-01-06T00:00:00.000+01:00,700144.564,Demanda,peninsular
2021-01-07T00:00:00.000+01:00,854323.166,Demanda,peninsular
2021-01-08T00:00:00.000+01:00,872357.353,Demanda,peninsular
2021-01-09T00:00:00.000+01:00,773296.979,Demanda,peninsular
2021-01-10T00:00:00.000+01:00,735647.962,Demanda,peninsular
2021-01-11T00:00:00.000+01:00,851740.825,Demanda,peninsular
2021-01-12T00:00:00.000+01:00,875118.684,Demanda,peninsular
2021-01-13T00:00:00.000+01:00,874914.272,Demanda,peninsular
2021-01-14T00:00:00.000+01:00,873577.23,Demanda,peninsular
2021-01-15T00:00:00.000+01:00,859355.795,Demanda,peninsular
2021-01-16T00:00:00.000+01:00,765002.342,Demanda,peninsular
2021-01-17T00:00:00.000+01:00,708974.301,Demanda,peninsular
2021-01-18T00:00:00.000+01:00,827619.581,Demanda,peninsular
2021-01-19T00:00:00.000+01:00,846116.609,Demanda,peninsular
2021-01-20T00:00:00.000+01:00,850299.079,Demanda,peninsular
2021-01-21T00:00:00.000+01:00,817647.661,Demanda,peninsular
2021-01-22T00:00:00.000+01:00,794514.658,Demanda,peninsular
2021-01-23T00:00:00.000+01:00,719510.829,Demanda,peninsular
2021-01-24T00:00:00.000+01:00,655028.547,Demanda,peninsular
2021-01-25T00:00:00.000+01:00,775155.263,Demanda,peninsular
2021-01-26T00:00:00.000+01:00,770796.102,Demanda,peninsular
2021-01-27T00:00:00.000+01:00,753321.62,Demanda,peninsular
2021-01-28T00:00:00.000+01:00,744101.186,Demanda,peninsular
2021-01-29T00:00:00.000+01:00,733183.947,Demanda,peninsular
2021-01-30T00:00:00.000+01:00,672206.563,Demanda,peninsular
2021-01-31T00:00:00.000+01:00,631678.074,Demanda,peninsular
2021-02-01T00:00:00.000+01:00,725308.41,Demanda,peninsular
