value,percentage,datetime,pais,año
-5455.728,0.5,2019-09-18,andorra-frontera,2019
-5701.838,0.5,2019-09-19,andorra-frontera,2019
-3767.343,0.5,2019-09-20,andorra-frontera,2019
-3650.357,0.5,2019-09-21,andorra-frontera,2019
-5236.617,0.5,2019-09-22,andorra-frontera,2019
-5585.76,0.5,2019-09-23,andorra-frontera,2019
-5611.118,0.5,2019-09-24,andorra-frontera,2019
-5397.754,0.5,2019-09-25,andorra-frontera,2019
-5438.794,0.5,2019-09-26,andorra-frontera,2019
-5422.939,0.5,2019-09-27,andorra-frontera,2019
-5286.039,0.5,2019-09-28,andorra-frontera,2019
-5041.872,0.5,2019-09-29,andorra-frontera,2019
-5411.015,0.5,2019-09-30,andorra-frontera,2019
-4978.93,0.5,2019-10-01,andorra-frontera,2019
-3968.222,0.5,2019-10-02,andorra-frontera,2019
-4736.276,0.5,2019-10-03,andorra-frontera,2019
-4543.905,0.5,2019-10-04,andorra-frontera,2019
-4645.555,0.5,2019-10-05,andorra-frontera,2019
-4507.229,0.5,2019-10-06,andorra-frontera,2019
-4978.109,0.5,2019-10-07,andorra-frontera,2019
-4836.672,0.5,2019-10-08,andorra-frontera,2019
-4835.549,0.5,2019-10-09,andorra-frontera,2019
-5032.367,0.5,2019-10-10,andorra-frontera,2019
-5011.935,0.5,2019-10-11,andorra-frontera,2019
-4752.993,0.5,2019-10-12,andorra-frontera,2019
-4706.554,0.5,2019-10-13,andorra-frontera,2019
-5215.493,0.5,2019-10-14,andorra-frontera,2019
-4950.85,0.5,2019-10-15,andorra-frontera,2019
-4358.059,0.5,2019-10-16,andorra-frontera,2019
-4645.383,0.5,2019-10-17,andorra-frontera,2019
-4422.34,0.5,2019-10-18,andorra-frontera,2019
-4626.418,0.5,2019-10-19,andorra-frontera,2019
-4217.486,0.5,2019-10-20,andorra-frontera,2019
-4784.962,0.5,2019-10-21,andorra-frontera,2019
-2555.928,0.5,2019-10-22,andorra-frontera,2019
-3705.264,0.5,2019-10-23,andorra-frontera,2019
-4042.612,0.5,2019-10-24,andorra-frontera,2019
-4569.696,0.5,2019-10-25,andorra-frontera,2019
-4090.651,0.5,2019-10-26,andorra-frontera,2019
-3519.591,0.5,2019-10-27,andorra-frontera,2019
-4106.204,0.5,2019-10-28,andorra-frontera,2019
-4319.741,0.5,2019-10-29,andorra-frontera,2019
-4264.228,0.5,2019-10-30,andorra-frontera,2019
-3736.368,0.5,2019-10-31,andorra-frontera,2019
-3149.626,0.5,2019-11-01,andorra-frontera,2019
-3172.521,0.5,2019-11-02,andorra-frontera,2019
-2954.276,0.5,2019-11-03,andorra-frontera,2019
-2165.399,0.5,2019-11-04,andorra-frontera,2019
-2294.309,0.5,2019-11-05,andorra-frontera,2019
-2208.686,0.5,2019-11-06,andorra-frontera,2019
-1074.687,0.5,2019-11-07,andorra-frontera,2019
-2156.544,0.5,2019-11-08,andorra-frontera,2019
-2550.916,0.5,2019-11-09,andorra-frontera,2019
-3046.853,0.5,2019-11-10,andorra-frontera,2019
-2219.778,0.5,2019-11-11,andorra-frontera,2019
-2264.328,0.5,2019-11-12,andorra-frontera,2019
-2293.661,0.5,2019-11-13,andorra-frontera,2019
-2244.456,0.5,2019-11-14,andorra-frontera,2019
-2611.14,0.5,2019-11-15,andorra-frontera,2019
-3024.951,0.5,2019-11-16,andorra-frontera,2019
-3480.407,0.5,2019-11-17,andorra-frontera,2019
-2937.384,0.5,2019-11-18,andorra-frontera,2019
-3483.116,0.5,2019-11-19,andorra-frontera,2019
-3159.259,0.5,2019-11-20,andorra-frontera,2019
-3029.961,0.5,2019-11-21,andorra-frontera,2019
-4513.536,0.5,2019-11-22,andorra-frontera,2019
-3952.844,0.5,2019-11-23,andorra-frontera,2019
-3604.349,0.5,2019-11-24,andorra-frontera,2019
-4164.436,0.5,2019-11-25,andorra-frontera,2019
-4108.795,0.5,2019-11-26,andorra-frontera,2019
-4155.322,0.5,2019-11-27,andorra-frontera,2019
-3950.251,0.5,2019-11-28,andorra-frontera,2019
-3914.007,0.5,2019-11-29,andorra-frontera,2019
-3511.036,0.5,2019-11-30,andorra-frontera,2019
-3141.073,0.5,2019-12-01,andorra-frontera,2019
-3916.943,0.5,2019-12-02,andorra-frontera,2019
-4000.579,0.5,2019-12-03,andorra-frontera,2019
-4255.028,0.5,2019-12-04,andorra-frontera,2019
-4059.547,0.5,2019-12-05,andorra-frontera,2019
-3593.42,0.5,2019-12-06,andorra-frontera,2019
-3674.893,0.5,2019-12-07,andorra-frontera,2019
-3479.804,0.5,2019-12-08,andorra-frontera,2019
-3983.385,0.5,2019-12-09,andorra-frontera,2019
-4388.991,0.5,2019-12-10,andorra-frontera,2019
-4318.747,0.5,2019-12-11,andorra-frontera,2019
-4403.679,0.5,2019-12-12,andorra-frontera,2019
-4221.33,0.5,2019-12-13,andorra-frontera,2019
-3923.641,0.5,2019-12-14,andorra-frontera,2019
-3344.371,0.5,2019-12-15,andorra-frontera,2019
-3989.303,0.5,2019-12-16,andorra-frontera,2019
-4014.015,0.5,2019-12-17,andorra-frontera,2019
-3996.044,0.5,2019-12-18,andorra-frontera,2019
-4248.72,0.5,2019-12-19,andorra-frontera,2019
-4239.95,0.5,2019-12-20,andorra-frontera,2019
-3810.326,0.5,2019-12-21,andorra-frontera,2019
-3314.65,0.5,2019-12-22,andorra-frontera,2019
-3743.237,0.5,2019-12-23,andorra-frontera,2019
-3769.805,0.5,2019-12-24,andorra-frontera,2019
-2907.187,0.5,2019-12-25,andorra-frontera,2019
-3086.034,0.5,2019-12-26,andorra-frontera,2019
-3866.703,0.5,2019-12-27,andorra-frontera,2019
-3640.594,0.5,2019-12-28,andorra-frontera,2019
-3573.288,0.5,2019-12-29,andorra-frontera,2019
-4336.848,0.5,2019-12-30,andorra-frontera,2019
-4372.143,0.5,2019-12-31,andorra-frontera,2019
-3610.871,0.5,2020-01-01,andorra-frontera,2020
-4437.633,0.5,2020-01-02,andorra-frontera,2020
-4674.327,0.5,2020-01-03,andorra-frontera,2020
-4065.769,0.5,2020-01-04,andorra-frontera,2020
-3824.538,0.5,2020-01-05,andorra-frontera,2020
-3751.359,0.5,2020-01-06,andorra-frontera,2020
-4393.138,0.5,2020-01-07,andorra-frontera,2020
-4535.309,0.5,2020-01-08,andorra-frontera,2020
-4598.942,0.5,2020-01-09,andorra-frontera,2020
-4752.216,0.5,2020-01-10,andorra-frontera,2020
-4330.411,0.5,2020-01-11,andorra-frontera,2020
-3961.526,0.5,2020-01-12,andorra-frontera,2020
-4985.54,0.5,2020-01-13,andorra-frontera,2020
-4792.65,0.5,2020-01-14,andorra-frontera,2020
-4675.666,0.5,2020-01-15,andorra-frontera,2020
-4478.199,0.5,2020-01-16,andorra-frontera,2020
-4623.739,0.5,2020-01-17,andorra-frontera,2020
-4250.362,0.5,2020-01-18,andorra-frontera,2020
-3917.548,0.5,2020-01-19,andorra-frontera,2020
-4303.153,0.5,2020-01-20,andorra-frontera,2020
-4805.308,0.5,2020-01-21,andorra-frontera,2020
-4808.203,0.5,2020-01-22,andorra-frontera,2020
-4717.354,0.5,2020-01-23,andorra-frontera,2020
-4712.471,0.5,2020-01-24,andorra-frontera,2020
-4227.984,0.5,2020-01-25,andorra-frontera,2020
-3825.145,0.5,2020-01-26,andorra-frontera,2020
-4705.473,0.5,2020-01-27,andorra-frontera,2020
-4567.58,0.5,2020-01-28,andorra-frontera,2020
-4325.615,0.5,2020-01-29,andorra-frontera,2020
-4313.046,0.5,2020-01-30,andorra-frontera,2020
-4184.826,0.5,2020-01-31,andorra-frontera,2020
-3713.084,0.5,2020-02-01,andorra-frontera,2020
-3262.68,0.5,2020-02-02,andorra-frontera,2020
-3946.838,0.5,2020-02-03,andorra-frontera,2020
-4033.023,0.5,2020-02-04,andorra-frontera,2020
-4232.044,0.5,2020-02-05,andorra-frontera,2020
-4373.741,0.5,2020-02-06,andorra-frontera,2020
-4411.973,0.5,2020-02-07,andorra-frontera,2020
-3958.589,0.5,2020-02-08,andorra-frontera,2020
-3600.849,0.5,2020-02-09,andorra-frontera,2020
-4210.446,0.5,2020-02-10,andorra-frontera,2020
-4025.592,0.5,2020-02-11,andorra-frontera,2020
-4009.348,0.5,2020-02-12,andorra-frontera,2020
-4154.846,0.5,2020-02-13,andorra-frontera,2020
-4517.165,0.5,2020-02-14,andorra-frontera,2020
-3577.609,0.5,2020-02-15,andorra-frontera,2020
-3347.049,0.5,2020-02-16,andorra-frontera,2020
-3976.301,0.5,2020-02-17,andorra-frontera,2020
-4179.643,0.5,2020-02-18,andorra-frontera,2020
-4396.551,0.5,2020-02-19,andorra-frontera,2020
-4435.084,0.5,2020-02-20,andorra-frontera,2020
-4391.15,0.5,2020-02-21,andorra-frontera,2020
-3828.86,0.5,2020-02-22,andorra-frontera,2020
-3455.308,0.5,2020-02-23,andorra-frontera,2020
-4026.889,0.5,2020-02-24,andorra-frontera,2020
-4115.75,0.5,2020-02-25,andorra-frontera,2020
-4166.511,0.5,2020-02-26,andorra-frontera,2020
-4145.471,0.5,2020-02-27,andorra-frontera,2020
-3831.624,0.5,2020-02-28,andorra-frontera,2020
-3604.479,0.5,2020-02-29,andorra-frontera,2020
-3180.21,0.5,2020-03-01,andorra-frontera,2020
-3740.343,0.5,2020-03-02,andorra-frontera,2020
-4058.726,0.5,2020-03-03,andorra-frontera,2020
-4055.444,0.5,2020-03-04,andorra-frontera,2020
-4053.801,0.5,2020-03-05,andorra-frontera,2020
-4048.142,0.5,2020-03-06,andorra-frontera,2020
-3714.38,0.5,2020-03-07,andorra-frontera,2020
-3636.014,0.5,2020-03-08,andorra-frontera,2020
-4167.288,0.5,2020-03-09,andorra-frontera,2020
-4212.692,0.5,2020-03-10,andorra-frontera,2020
-4077.605,0.5,2020-03-11,andorra-frontera,2020
-4029.263,0.5,2020-03-12,andorra-frontera,2020
-3963.514,0.5,2020-03-13,andorra-frontera,2020
-3568.709,0.5,2020-03-14,andorra-frontera,2020
-3177.749,0.5,2020-03-15,andorra-frontera,2020
-3741.638,0.5,2020-03-16,andorra-frontera,2020
-3897.59,0.5,2020-03-17,andorra-frontera,2020
-3974.573,0.5,2020-03-18,andorra-frontera,2020
-3611.433,0.5,2020-03-19,andorra-frontera,2020
-3595.58,0.5,2020-03-20,andorra-frontera,2020
-3262.939,0.5,2020-03-21,andorra-frontera,2020
-2759.357,0.5,2020-03-22,andorra-frontera,2020
-3519.288,0.5,2020-03-23,andorra-frontera,2020
-3585.687,0.5,2020-03-24,andorra-frontera,2020
-3586.42,0.5,2020-03-25,andorra-frontera,2020
-2712.572,0.5,2020-03-26,andorra-frontera,2020
-3837.801,0.5,2020-03-27,andorra-frontera,2020
-3478.551,0.5,2020-03-28,andorra-frontera,2020
-2860.703,0.5,2020-03-29,andorra-frontera,2020
-3288.514,0.5,2020-03-30,andorra-frontera,2020
-3383.856,0.5,2020-03-31,andorra-frontera,2020
-2563.445,0.5,2020-04-01,andorra-frontera,2020
-2264.069,0.5,2020-04-02,andorra-frontera,2020
-3136.579,0.5,2020-04-03,andorra-frontera,2020
-2971.987,0.5,2020-04-04,andorra-frontera,2020
-2808.821,0.5,2020-04-05,andorra-frontera,2020
-3153.47,0.5,2020-04-06,andorra-frontera,2020
-3261.73,0.5,2020-04-07,andorra-frontera,2020
-2983.738,0.5,2020-04-08,andorra-frontera,2020
-2655.287,0.5,2020-04-09,andorra-frontera,2020
-2389.133,0.5,2020-04-10,andorra-frontera,2020
-2596.58,0.5,2020-04-11,andorra-frontera,2020
-2429.092,0.5,2020-04-12,andorra-frontera,2020
-2390.084,0.5,2020-04-13,andorra-frontera,2020
-2932.501,0.5,2020-04-14,andorra-frontera,2020
-2846.103,0.5,2020-04-15,andorra-frontera,2020
-2793.14,0.5,2020-04-16,andorra-frontera,2020
-2844.114,0.5,2020-04-17,andorra-frontera,2020
-2420.064,0.5,2020-04-18,andorra-frontera,2020
-2229.552,0.5,2020-04-19,andorra-frontera,2020
-2706.222,0.5,2020-04-20,andorra-frontera,2020
-2343.124,0.5,2020-04-21,andorra-frontera,2020
-2804.587,0.5,2020-04-22,andorra-frontera,2020
-2793.399,0.5,2020-04-23,andorra-frontera,2020
-2707.257,0.5,2020-04-24,andorra-frontera,2020
-2508.624,0.5,2020-04-25,andorra-frontera,2020
-2449.57,0.5,2020-04-26,andorra-frontera,2020
-2648.549,0.5,2020-04-27,andorra-frontera,2020
-2688.033,0.5,2020-04-28,andorra-frontera,2020
-2685.874,0.5,2020-04-29,andorra-frontera,2020
-2576.578,0.5,2020-04-30,andorra-frontera,2020
-2325.499,0.5,2020-05-01,andorra-frontera,2020
-2632.263,0.5,2020-05-02,andorra-frontera,2020
-2477.908,0.5,2020-05-03,andorra-frontera,2020
-2643.797,0.5,2020-05-04,andorra-frontera,2020
-2766.83,0.5,2020-05-05,andorra-frontera,2020
-2740.867,0.5,2020-05-06,andorra-frontera,2020
-2656.153,0.5,2020-05-07,andorra-frontera,2020
-2533.896,0.5,2020-05-08,andorra-frontera,2020
-2412.288,0.5,2020-05-09,andorra-frontera,2020
-2287.18,0.5,2020-05-10,andorra-frontera,2020
-2661.638,0.5,2020-05-11,andorra-frontera,2020
-2611.959,0.5,2020-05-12,andorra-frontera,2020
