fecha,valor,indicator,region
2022-01-01T00:00:00.000+01:00,535144.786,Demanda,peninsular
2022-01-02T00:00:00.000+01:00,578855.186,Demanda,peninsular
2022-01-03T00:00:00.000+01:00,691970.774,Demanda,peninsular
2022-01-04T00:00:00.000+01:00,718047.874,Demanda,peninsular
2022-01-05T00:00:00.000+01:00,715070.234,Demanda,peninsular
2022-01-06T00:00:00.000+01:00,617936.351,Demanda,peninsular
2022-01-07T00:00:00.000+01:00,703004.57,Demanda,peninsular
2022-01-08T00:00:00.000+01:00,686615.314,Demanda,peninsular
2022-01-09T00:00:00.000+01:00,657099.904,Demanda,peninsular
2022-01-10T00:00:00.000+01:00,756621.212,Demanda,peninsular
2022-01-11T00:00:00.000+01:00,771711.078,Demanda,peninsular
2022-01-12T00:00:00.000+01:00,777310.213,Demanda,peninsular
2022-01-13T00:00:00.000+01:00,788572.283,Demanda,peninsular
2022-01-14T00:00:00.000+01:00,796150.956,Demanda,peninsular
2022-01-15T00:00:00.000+01:00,717164.143,Demanda,peninsular
2022-01-16T00:00:00.000+01:00,672381.068,Demanda,peninsular
2022-01-17T00:00:00.000+01:00,790794.183,Demanda,peninsular
2022-01-18T00:00:00.000+01:00,809453.033,Demanda,peninsular
2022-01-19T00:00:00.000+01:00,813885.767,Demanda,peninsular
2022-01-20T00:00:00.000+01:00,813841.104,Demanda,peninsular
2022-01-21T00:00:00.000+01:00,812933.383,Demanda,peninsular
2022-01-22T00:00:00.000+01:00,728531.886,Demanda,peninsular
2022-01-23T00:00:00.000+01:00,681487.178,Demanda,peninsular
2022-01-24T00:00:00.000+01:00,800222.601,Demanda,peninsular
2022-01-25T00:00:00.000+01:00,803957.158,Demanda,peninsular
2022-01-26T00:00:00.000+01:00,800205.701,Demanda,peninsular
2022-01-27T00:00:00.000+01:00,794878.473,Demanda,peninsular
2022-01-28T00:00:00.000+01:00,786143.822,Demanda,peninsular
2022-01-29T00:00:00.000+01:00,698969.016,Demanda,peninsular
2022-01-30T00:00:00.000+01:00,648503.898,Demanda,peninsular
2022-01-31T00:00:00.000+01:00,761832.783,Demanda,peninsular
2022-02-01T00:00:00.000+01:00,774260.763,Demanda,peninsular
2022-02-02T00:00:00.000+01:00,762494.554,Demanda,peninsular
2022-02-03T00:00:00.000+01:00,760780.897,Demanda,peninsular
2022-02-04T00:00:00.000+01:00,756896.641,Demanda,peninsular
2022-02-05T00:00:00.000+01:00,682674.839,Demanda,peninsular
2022-02-06T00:00:00.000+01:00,635247.08,Demanda,peninsular
2022-02-07T00:00:00.000+01:00,746724.421,Demanda,peninsular
2022-02-08T00:00:00.000+01:00,756678.724,Demanda,peninsular
2022-02-09T00:00:00.000+01:00,755748.252,Demanda,peninsular
2022-02-10T00:00:00.000+01:00,762082.393,Demanda,peninsular
2022-02-11T00:00:00.000+01:00,754633.793,Demanda,peninsular
2022-02-12T00:00:00.000+01:00,679947.691,Demanda,peninsular
2022-02-13T00:00:00.000+01:00,635776.528,Demanda,peninsular
2022-02-14T00:00:00.000+01:00,741719.03,Demanda,peninsular
2022-02-15T00:00:00.000+01:00,759124.039,Demanda,peninsular
2022-02-16T00:00:00.000+01:00,758265.98,Demanda,peninsular
2022-02-17T00:00:00.000+01:00,744050.02,Demanda,peninsular
2022-02-18T00:00:00.000+01:00,735427.048,Demanda,peninsular
2022-02-19T00:00:00.000+01:00,677992.558,Demanda,peninsular
2022-02-20T00:00:00.000+01:00,628491.111,Demanda,peninsular
2022-02-21T00:00:00.000+01:00,726597.17,Demanda,peninsular
2022-02-22T00:00:00.000+01:00,734120.281,Demanda,peninsular
2022-02-23T00:00:00.000+01:00,732237.567,Demanda,peninsular
2022-02-24T00:00:00.000+01:00,736907.737,Demanda,peninsular
2022-02-25T00:00:00.000+01:00,742820.885,Demanda,peninsular
2022-02-26T00:00:00.000+01:00,670693.047,Demanda,peninsular
2022-02-27T00:00:00.000+01:00,618013.898,Demanda,peninsular
2022-02-28T00:00:00.000+01:00,697748.424,Demanda,peninsular
2022-03-01T00:00:00.000+01:00,722629.686,Demanda,peninsular
2022-03-02T00:00:00.000+01:00,735689.298,Demanda,peninsular
2022-03-03T00:00:00.000+01:00,742779.369,Demanda,peninsular
2022-03-04T00:00:00.000+01:00,743386.909,Demanda,peninsular
2022-03-05T00:00:00.000+01:00,660787.324,Demanda,peninsular
2022-03-06T00:00:00.000+01:00,620251.472,Demanda,peninsular
2022-03-07T00:00:00.000+01:00,732493.133,Demanda,peninsular
2022-03-08T00:00:00.000+01:00,735113.962,Demanda,peninsular
2022-03-09T00:00:00.000+01:00,726757.341,Demanda,peninsular
2022-03-10T00:00:00.000+01:00,722215.252,Demanda,peninsular
2022-03-11T00:00:00.000+01:00,731329.705,Demanda,peninsular
2022-03-12T00:00:00.000+01:00,642182.296,Demanda,peninsular
2022-03-13T00:00:00.000+01:00,593322.595,Demanda,peninsular
2022-03-14T00:00:00.000+01:00,726364.443,Demanda,peninsular
2022-03-15T00:00:00.000+01:00,727251.646,Demanda,peninsular
2022-03-16T00:00:00.000+01:00,728889.512,Demanda,peninsular
2022-03-17T00:00:00.000+01:00,726425.305,Demanda,peninsular
2022-03-18T00:00:00.000+01:00,704833.012,Demanda,peninsular
2022-03-19T00:00:00.000+01:00,624061.488,Demanda,peninsular
2022-03-20T00:00:00.000+01:00,591749.465,Demanda,peninsular
2022-03-21T00:00:00.000+01:00,698550.305,Demanda,peninsular
2022-03-22T00:00:00.000+01:00,717641.0,Demanda,peninsular
2022-03-23T00:00:00.000+01:00,719548.211,Demanda,peninsular
2022-03-24T00:00:00.000+01:00,725071.963,Demanda,peninsular
2022-03-25T00:00:00.000+01:00,706766.452,Demanda,peninsular
2022-03-26T00:00:00.000+01:00,631663.488,Demanda,peninsular
2022-03-27T00:00:00.000+01:00,554056.158,Demanda,peninsular
2022-03-28T00:00:00.000+02:00,677673.545,Demanda,peninsular
2022-03-29T00:00:00.000+02:00,692972.303,Demanda,peninsular
2022-03-30T00:00:00.000+02:00,707690.926,Demanda,peninsular
2022-03-31T00:00:00.000+02:00,705601.198,Demanda,peninsular
2022-04-01T00:00:00.000+02:00,710892.602,Demanda,peninsular
2022-04-02T00:00:00.000+02:00,645549.332,Demanda,peninsular
2022-04-03T00:00:00.000+02:00,613758.289,Demanda,peninsular
2022-04-04T00:00:00.000+02:00,744100.153,Demanda,peninsular
2022-04-05T00:00:00.000+02:00,762729.139,Demanda,peninsular
2022-04-06T00:00:00.000+02:00,744533.256,Demanda,peninsular
2022-04-07T00:00:00.000+02:00,722876.934,Demanda,peninsular
2022-04-08T00:00:00.000+02:00,707077.849,Demanda,peninsular
2022-04-09T00:00:00.000+02:00,621527.143,Demanda,peninsular
2022-04-10T00:00:00.000+02:00,574809.756,Demanda,peninsular
2022-04-11T00:00:00.000+02:00,667783.117,Demanda,peninsular
2022-04-12T00:00:00.000+02:00,687251.619,Demanda,peninsular
