fecha,valor,porcentaje,indicador,region,ano
2024-12-01,111.55,0.5345966203717016,indice servicios,peninsular,2024
2024-01-01,102.28,0.4696566111522994,indice servicios corregido,peninsular,2024
2024-02-01,101.706,0.4825969282995018,indice servicios corregido,peninsular,2024
2024-03-01,100.466,0.4778917293108061,indice servicios corregido,peninsular,2024
2024-04-01,97.348,0.4642797672792226,indice servicios corregido,peninsular,2024
2024-05-01,96.237,0.4563025233634734,indice servicios corregido,peninsular,2024
2024-06-01,98.992,0.4523385990127913,indice servicios corregido,peninsular,2024
2024-07-01,94.309,0.4118088689905873,indice servicios corregido,peninsular,2024
2024-08-01,93.571,0.4127261306358823,indice servicios corregido,peninsular,2024
2024-09-01,99.643,0.4571112453526094,indice servicios corregido,peninsular,2024
2024-10-01,99.967,0.4610641472136402,indice servicios corregido,peninsular,2024
2024-11-01,95.631,0.4702823375495035,indice servicios corregido,peninsular,2024
2024-12-01,97.112,0.4599789374827684,indice servicios corregido,peninsular,2024
