fecha,valor,indicador,region,ano
2020-07-19,644.522223,demanda,peninsular,2020
2020-07-20,769.33038,demanda,peninsular,2020
2020-07-21,785.563684,demanda,peninsular,2020
2020-07-22,776.667953,demanda,peninsular,2020
2020-07-23,789.63451,demanda,peninsular,2020
2020-07-24,789.08965,demanda,peninsular,2020
2020-07-25,704.273245,demanda,peninsular,2020
2020-07-26,664.179618,demanda,peninsular,2020
2020-07-27,794.291764,demanda,peninsular,2020
2020-07-28,814.337543,demanda,peninsular,2020
2020-07-29,817.4875470000001,demanda,peninsular,2020
2020-07-30,825.275946,demanda,peninsular,2020
2020-07-31,810.169058,demanda,peninsular,2020
2020-08-01,738.2691530000001,demanda,peninsular,2020
2020-08-02,673.895707,demanda,peninsular,2020
2020-08-03,747.511864,demanda,peninsular,2020
2020-08-04,751.1237600000001,demanda,peninsular,2020
2020-08-05,764.126717,demanda,peninsular,2020
2020-08-06,776.466924,demanda,peninsular,2020
2020-08-07,775.393905,demanda,peninsular,2020
2020-08-08,700.782169,demanda,peninsular,2020
2020-08-09,657.269503,demanda,peninsular,2020
2020-08-10,738.0689610000001,demanda,peninsular,2020
2020-08-11,734.50001,demanda,peninsular,2020
2020-08-12,712.418386,demanda,peninsular,2020
2020-08-13,716.219241,demanda,peninsular,2020
2020-08-14,710.586003,demanda,peninsular,2020
2020-08-15,631.2936169999999,demanda,peninsular,2020
2020-08-16,591.6626,demanda,peninsular,2020
2020-08-17,683.923907,demanda,peninsular,2020
2020-08-18,708.888916,demanda,peninsular,2020
2020-08-19,725.675863,demanda,peninsular,2020
2020-08-20,729.676986,demanda,peninsular,2020
2020-08-21,739.0805740000001,demanda,peninsular,2020
2020-08-22,676.812548,demanda,peninsular,2020
2020-08-23,625.384861,demanda,peninsular,2020
2020-08-24,733.320649,demanda,peninsular,2020
2020-08-25,772.384724,demanda,peninsular,2020
2020-08-26,791.658289,demanda,peninsular,2020
2020-08-27,797.8907539999999,demanda,peninsular,2020
2020-08-28,773.438841,demanda,peninsular,2020
2020-08-29,635.866109,demanda,peninsular,2020
2020-08-30,572.3108980000001,demanda,peninsular,2020
2020-08-31,679.208909,demanda,peninsular,2020
2020-09-01,700.209044,demanda,peninsular,2020
2020-09-02,711.095786,demanda,peninsular,2020
2020-09-03,719.00512,demanda,peninsular,2020
2020-09-04,724.580748,demanda,peninsular,2020
2020-09-05,653.584402,demanda,peninsular,2020
2020-09-06,604.081335,demanda,peninsular,2020
2020-09-07,696.258312,demanda,peninsular,2020
2020-09-08,698.100318,demanda,peninsular,2020
2020-09-09,718.0849350000001,demanda,peninsular,2020
2020-09-10,721.372797,demanda,peninsular,2020
2020-09-11,698.312958,demanda,peninsular,2020
2020-09-12,649.1655509999999,demanda,peninsular,2020
2020-09-13,605.4915579999999,demanda,peninsular,2020
2020-09-14,718.980488,demanda,peninsular,2020
2020-09-15,740.288273,demanda,peninsular,2020
2020-09-16,751.5567169999999,demanda,peninsular,2020
2020-09-17,740.7607830000001,demanda,peninsular,2020
2020-09-18,713.829456,demanda,peninsular,2020
2020-09-19,627.3284080000001,demanda,peninsular,2020
2020-09-20,574.171087,demanda,peninsular,2020
2020-09-21,683.416711,demanda,peninsular,2020
2020-09-22,703.840984,demanda,peninsular,2020
2020-09-23,712.811873,demanda,peninsular,2020
2020-09-24,712.997199,demanda,peninsular,2020
2020-09-25,691.7896890000001,demanda,peninsular,2020
2020-09-26,614.3099719999999,demanda,peninsular,2020
2020-09-27,568.7665649999999,demanda,peninsular,2020
2020-09-28,666.55906,demanda,peninsular,2020
2020-09-29,686.7970429999999,demanda,peninsular,2020
2020-09-30,690.962671,demanda,peninsular,2020
2020-10-01,700.9167319999999,demanda,peninsular,2020
2020-10-02,698.403756,demanda,peninsular,2020
2020-10-03,612.1690500000001,demanda,peninsular,2020
2020-10-04,571.636922,demanda,peninsular,2020
2020-10-05,673.48222,demanda,peninsular,2020
2020-10-06,690.8948959999999,demanda,peninsular,2020
2020-10-07,699.613798,demanda,peninsular,2020
2020-10-08,699.215554,demanda,peninsular,2020
2020-10-09,679.813517,demanda,peninsular,2020
2020-10-10,614.3319620000001,demanda,peninsular,2020
2020-10-11,563.490862,demanda,peninsular,2020
2020-10-12,570.701026,demanda,peninsular,2020
2020-10-13,673.7846870000001,demanda,peninsular,2020
2020-10-14,703.005757,demanda,peninsular,2020
2020-10-15,709.578141,demanda,peninsular,2020
2020-10-16,704.019681,demanda,peninsular,2020
2020-10-17,631.928375,demanda,peninsular,2020
2020-10-18,583.351177,demanda,peninsular,2020
2020-10-19,687.1524129999999,demanda,peninsular,2020
2020-10-20,711.7149000000001,demanda,peninsular,2020
2020-10-21,707.162568,demanda,peninsular,2020
2020-10-22,710.357203,demanda,peninsular,2020
2020-10-23,696.843426,demanda,peninsular,2020
2020-10-24,625.382417,demanda,peninsular,2020
2020-10-25,606.3079690000001,demanda,peninsular,2020
2020-10-26,689.553095,demanda,peninsular,2020
2020-10-27,714.662582,demanda,peninsular,2020
2020-10-28,715.705336,demanda,peninsular,2020
2020-10-29,715.28416,demanda,peninsular,2020
2020-10-30,704.726127,demanda,peninsular,2020
2020-10-31,628.294896,demanda,peninsular,2020
2020-11-01,575.0750280000001,demanda,peninsular,2020
2020-11-02,647.094468,demanda,peninsular,2020
2020-11-03,706.154584,demanda,peninsular,2020
2020-11-04,728.814878,demanda,peninsular,2020
2020-11-05,724.7667560000001,demanda,peninsular,2020
2020-11-06,710.624719,demanda,peninsular,2020
2020-11-07,635.069873,demanda,peninsular,2020
2020-11-08,585.653269,demanda,peninsular,2020
2020-11-09,688.061521,demanda,peninsular,2020
2020-11-10,711.586135,demanda,peninsular,2020
2020-11-11,718.1732939999999,demanda,peninsular,2020
2020-11-12,717.8806310000001,demanda,peninsular,2020
2020-11-13,713.2649690000001,demanda,peninsular,2020
2020-11-14,641.465596,demanda,peninsular,2020
2020-11-15,585.947032,demanda,peninsular,2020
2020-11-16,693.2366800000001,demanda,peninsular,2020
2020-11-17,712.86251,demanda,peninsular,2020
2020-11-18,718.214566,demanda,peninsular,2020
2020-11-19,718.299945,demanda,peninsular,2020
2020-11-20,716.666871,demanda,peninsular,2020
2020-11-21,645.094568,demanda,peninsular,2020
2020-11-22,605.990942,demanda,peninsular,2020
2020-11-23,728.1889520000001,demanda,peninsular,2020
2020-11-24,757.498853,demanda,peninsular,2020
2020-11-25,765.26818,demanda,peninsular,2020
2020-11-26,766.690677,demanda,peninsular,2020
2020-11-27,751.4898199999999,demanda,peninsular,2020
2020-11-28,667.6277210000001,demanda,peninsular,2020
2020-11-29,624.7317730000001,demanda,peninsular,2020
2020-11-30,737.071712,demanda,peninsular,2020
2020-12-01,753.620849,demanda,peninsular,2020
2020-12-02,768.634956,demanda,peninsular,2020
2020-12-03,784.315168,demanda,peninsular,2020
2020-12-04,790.382104,demanda,peninsular,2020
2020-12-05,723.62758,demanda,peninsular,2020
2020-12-06,676.303,demanda,peninsular,2020
2020-12-07,712.6566019999999,demanda,peninsular,2020
2020-12-08,693.4332929999999,demanda,peninsular,2020
2020-12-09,804.0188059999999,demanda,peninsular,2020
2020-12-10,807.7716949999999,demanda,peninsular,2020
2020-12-11,783.7662929999999,demanda,peninsular,2020
2020-12-12,686.5101609999999,demanda,peninsular,2020
2020-12-13,644.286586,demanda,peninsular,2020
2020-12-14,759.517717,demanda,peninsular,2020
2020-12-15,766.794634,demanda,peninsular,2020
2020-12-16,780.348751,demanda,peninsular,2020
2020-12-17,778.470844,demanda,peninsular,2020
2020-12-18,776.174524,demanda,peninsular,2020
2020-12-19,697.9458079999999,demanda,peninsular,2020
2020-12-20,646.840581,demanda,peninsular,2020
2020-12-21,750.4068199999999,demanda,peninsular,2020
2020-12-22,750.081066,demanda,peninsular,2020
2020-12-23,727.7066239999999,demanda,peninsular,2020
2020-12-24,643.648623,demanda,peninsular,2020
2020-12-25,570.771924,demanda,peninsular,2020
2020-12-26,635.755792,demanda,peninsular,2020
2020-12-27,646.6995459999999,demanda,peninsular,2020
2020-12-28,724.357078,demanda,peninsular,2020
2020-12-29,732.115459,demanda,peninsular,2020
2020-12-30,734.2831239999999,demanda,peninsular,2020
2020-12-31,687.715588,demanda,peninsular,2020
2021-01-01,608.715931,demanda,peninsular,2021
2021-01-02,680.432407,demanda,peninsular,2021
2021-01-03,684.489215,demanda,peninsular,2021
2021-01-04,793.625993,demanda,peninsular,2021
2021-01-05,806.5881559999999,demanda,peninsular,2021
2021-01-06,700.1445640000001,demanda,peninsular,2021
2021-01-07,854.323166,demanda,peninsular,2021
2021-01-08,872.357353,demanda,peninsular,2021
2021-01-09,773.2969790000001,demanda,peninsular,2021
2021-01-10,735.647962,demanda,peninsular,2021
2021-01-11,851.740825,demanda,peninsular,2021
2021-01-12,875.118684,demanda,peninsular,2021
2021-01-13,874.914272,demanda,peninsular,2021
2021-01-14,873.57723,demanda,peninsular,2021
2021-01-15,859.3557950000001,demanda,peninsular,2021
2021-01-16,765.002342,demanda,peninsular,2021
2021-01-17,708.974301,demanda,peninsular,2021
2021-01-18,827.619581,demanda,peninsular,2021
2021-01-19,846.116609,demanda,peninsular,2021
2021-01-20,850.299079,demanda,peninsular,2021
2021-01-21,817.647661,demanda,peninsular,2021
2021-01-22,794.514658,demanda,peninsular,2021
2021-01-23,719.5108290000001,demanda,peninsular,2021
2021-01-24,655.028547,demanda,peninsular,2021
2021-01-25,775.155263,demanda,peninsular,2021
2021-01-26,770.7961019999999,demanda,peninsular,2021
2021-01-27,753.3216199999999,demanda,peninsular,2021
2021-01-28,744.101186,demanda,peninsular,2021
2021-01-29,733.183947,demanda,peninsular,2021
2021-01-30,672.206563,demanda,peninsular,2021
2021-01-31,631.678074,demanda,peninsular,2021
2021-02-01,725.30841,demanda,peninsular,2021
2021-02-02,742.016165,demanda,peninsular,2021
2021-02-03,744.032692,demanda,peninsular,2021
2021-02-04,742.410917,demanda,peninsular,2021
2021-02-05,742.180511,demanda,peninsular,2021
2021-02-06,673.2028889999999,demanda,peninsular,2021
2021-02-07,635.1844279999999,demanda,peninsular,2021
2021-02-08,757.811118,demanda,peninsular,2021
2021-02-09,789.35766,demanda,peninsular,2021
2021-02-10,767.889956,demanda,peninsular,2021
2021-02-11,757.9492240000001,demanda,peninsular,2021
2021-02-12,744.94486,demanda,peninsular,2021
2021-02-13,664.031439,demanda,peninsular,2021
2021-02-14,627.37764,demanda,peninsular,2021
2021-02-15,743.811335,demanda,peninsular,2021
2021-02-16,751.44691,demanda,peninsular,2021
2021-02-17,752.695056,demanda,peninsular,2021
2021-02-18,754.962027,demanda,peninsular,2021
2021-02-19,749.031191,demanda,peninsular,2021
2021-02-20,667.7854,demanda,peninsular,2021
2021-02-21,636.8204020000001,demanda,peninsular,2021
2021-02-22,743.3179620000001,demanda,peninsular,2021
2021-02-23,750.925914,demanda,peninsular,2021
2021-02-24,747.390312,demanda,peninsular,2021
2021-02-25,744.8102719999999,demanda,peninsular,2021
2021-02-26,740.0174790000001,demanda,peninsular,2021
2021-02-27,664.2755649999999,demanda,peninsular,2021
2021-02-28,621.167542,demanda,peninsular,2021
2021-03-01,730.802101,demanda,peninsular,2021
2021-03-02,749.835836,demanda,peninsular,2021
2021-03-03,744.167225,demanda,peninsular,2021
2021-03-04,740.268037,demanda,peninsular,2021
2021-03-05,735.72458,demanda,peninsular,2021
2021-03-06,658.451851,demanda,peninsular,2021
2021-03-07,622.68566,demanda,peninsular,2021
2021-03-08,742.93638,demanda,peninsular,2021
2021-03-09,758.3525189999999,demanda,peninsular,2021
2021-03-10,750.796647,demanda,peninsular,2021
2021-03-11,739.481269,demanda,peninsular,2021
2021-03-12,729.092448,demanda,peninsular,2021
2021-03-13,646.3014969999999,demanda,peninsular,2021
2021-03-14,606.5404120000001,demanda,peninsular,2021
2021-03-15,719.293522,demanda,peninsular,2021
2021-03-16,732.0050259999999,demanda,peninsular,2021
2021-03-17,729.775728,demanda,peninsular,2021
2021-03-18,741.473221,demanda,peninsular,2021
2021-03-19,706.043651,demanda,peninsular,2021
2021-03-20,670.4976409999999,demanda,peninsular,2021
2021-03-21,630.102703,demanda,peninsular,2021
2021-03-22,735.080366,demanda,peninsular,2021
2021-03-23,739.4374250000001,demanda,peninsular,2021
2021-03-24,731.621692,demanda,peninsular,2021
2021-03-25,726.346417,demanda,peninsular,2021
2021-03-26,719.331777,demanda,peninsular,2021
2021-03-27,648.466535,demanda,peninsular,2021
2021-03-28,571.635074,demanda,peninsular,2021
2021-03-29,691.559272,demanda,peninsular,2021
2021-03-30,695.256722,demanda,peninsular,2021
2021-03-31,679.6876530000001,demanda,peninsular,2021
2021-04-01,603.780936,demanda,peninsular,2021
2021-04-02,558.137662,demanda,peninsular,2021
2021-04-03,577.877662,demanda,peninsular,2021
2021-04-04,551.346366,demanda,peninsular,2021
2021-04-05,604.0439250000001,demanda,peninsular,2021
2021-04-06,678.9370620000001,demanda,peninsular,2021
2021-04-07,706.832348,demanda,peninsular,2021
2021-04-08,711.274992,demanda,peninsular,2021
2021-04-09,713.789777,demanda,peninsular,2021
2021-04-10,641.31352,demanda,peninsular,2021
2021-04-11,594.071686,demanda,peninsular,2021
2021-04-12,692.941728,demanda,peninsular,2021
2021-04-13,717.396928,demanda,peninsular,2021
2021-04-14,716.6541850000001,demanda,peninsular,2021
2021-04-15,722.2387090000001,demanda,peninsular,2021
2021-04-16,713.5832730000001,demanda,peninsular,2021
2021-04-17,642.86534,demanda,peninsular,2021
2021-04-18,593.2931169999999,demanda,peninsular,2021
2021-04-19,697.833818,demanda,peninsular,2021
2021-04-20,709.788735,demanda,peninsular,2021
2021-04-21,710.848815,demanda,peninsular,2021
2021-04-22,713.242666,demanda,peninsular,2021
2021-04-23,685.3986779999999,demanda,peninsular,2021
2021-04-24,620.321236,demanda,peninsular,2021
2021-04-25,584.849257,demanda,peninsular,2021
2021-04-26,689.249537,demanda,peninsular,2021
2021-04-27,703.09256,demanda,peninsular,2021
2021-04-28,698.342061,demanda,peninsular,2021
2021-04-29,697.91872,demanda,peninsular,2021
2021-04-30,688.9565259999999,demanda,peninsular,2021
2021-05-01,577.472256,demanda,peninsular,2021
2021-05-02,559.173805,demanda,peninsular,2021
2021-05-03,667.365198,demanda,peninsular,2021
2021-05-04,689.998019,demanda,peninsular,2021
2021-05-05,690.6510999999999,demanda,peninsular,2021
2021-05-06,689.028329,demanda,peninsular,2021
2021-05-07,681.3994270000001,demanda,peninsular,2021
2021-05-08,612.800041,demanda,peninsular,2021
2021-05-09,573.950672,demanda,peninsular,2021
2021-05-10,672.5174860000001,demanda,peninsular,2021
2021-05-11,690.260839,demanda,peninsular,2021
2021-05-12,696.396062,demanda,peninsular,2021
2021-05-13,695.282254,demanda,peninsular,2021
2021-05-14,688.397416,demanda,peninsular,2021
2021-05-15,622.8635969999999,demanda,peninsular,2021
2021-05-16,580.57779,demanda,peninsular,2021
2021-05-17,668.87806,demanda,peninsular,2021
2021-05-18,696.787021,demanda,peninsular,2021
2021-05-19,698.169314,demanda,peninsular,2021
2021-05-20,697.758698,demanda,peninsular,2021
2021-05-21,691.966356,demanda,peninsular,2021
2021-05-22,621.6332020000001,demanda,peninsular,2021
2021-05-23,574.18028,demanda,peninsular,2021
2021-05-24,659.025584,demanda,peninsular,2021
2021-05-25,687.45259,demanda,peninsular,2021
2021-05-26,692.3381430000001,demanda,peninsular,2021
2021-05-27,694.593137,demanda,peninsular,2021
2021-05-28,687.21766,demanda,peninsular,2021
2021-05-29,625.581869,demanda,peninsular,2021
2021-05-30,579.605519,demanda,peninsular,2021
2021-05-31,683.32724,demanda,peninsular,2021
2021-06-01,696.048627,demanda,peninsular,2021
2021-06-02,700.505017,demanda,peninsular,2021
2021-06-03,698.600649,demanda,peninsular,2021
2021-06-04,692.965661,demanda,peninsular,2021
2021-06-05,622.988965,demanda,peninsular,2021
2021-06-06,576.7397129999999,demanda,peninsular,2021
2021-06-07,687.687127,demanda,peninsular,2021
2021-06-08,719.311181,demanda,peninsular,2021
2021-06-09,727.9984790000001,demanda,peninsular,2021
2021-06-10,739.161249,demanda,peninsular,2021
2021-06-11,732.773334,demanda,peninsular,2021
2021-06-12,663.407333,demanda,peninsular,2021
2021-06-13,616.20506,demanda,peninsular,2021
2021-06-14,737.903439,demanda,peninsular,2021
2021-06-15,759.440415,demanda,peninsular,2021
2021-06-16,755.302693,demanda,peninsular,2021
2021-06-17,732.968196,demanda,peninsular,2021
2021-06-18,720.62028,demanda,peninsular,2021
2021-06-19,646.908276,demanda,peninsular,2021
2021-06-20,594.4443299999999,demanda,peninsular,2021
2021-06-21,695.3108100000001,demanda,peninsular,2021
2021-06-22,710.3957419999999,demanda,peninsular,2021
2021-06-23,701.339201,demanda,peninsular,2021
2021-06-24,667.378472,demanda,peninsular,2021
2021-06-25,694.493443,demanda,peninsular,2021
2021-06-26,651.12108,demanda,peninsular,2021
2021-06-27,606.935474,demanda,peninsular,2021
2021-06-28,706.509225,demanda,peninsular,2021
2021-06-29,727.913028,demanda,peninsular,2021
2021-06-30,744.980042,demanda,peninsular,2021
2021-07-01,745.6468229999999,demanda,peninsular,2021
2021-07-02,751.0719399999999,demanda,peninsular,2021
2021-07-03,686.746086,demanda,peninsular,2021
2021-07-04,645.1977870000001,demanda,peninsular,2021
2021-07-05,756.482667,demanda,peninsular,2021
2021-07-06,765.5216069999999,demanda,peninsular,2021
2021-07-07,749.498243,demanda,peninsular,2021
2021-07-08,743.139951,demanda,peninsular,2021
2021-07-09,749.3615159999999,demanda,peninsular,2021
2021-07-10,698.499464,demanda,peninsular,2021
2021-07-11,662.579088,demanda,peninsular,2021
2021-07-12,763.113617,demanda,peninsular,2021
2021-07-13,739.886353,demanda,peninsular,2021
2021-07-14,742.631422,demanda,peninsular,2021
2021-07-15,749.381936,demanda,peninsular,2021
2021-07-16,755.7868020000001,demanda,peninsular,2021
2021-07-17,703.58958,demanda,peninsular,2021
2021-07-18,657.129066,demanda,peninsular,2021
2021-07-19,770.181187,demanda,peninsular,2021
2021-07-20,786.064039,demanda,peninsular,2021
2021-07-21,796.392983,demanda,peninsular,2021
2021-07-22,807.661031,demanda,peninsular,2021
2021-07-23,801.290966,demanda,peninsular,2021
2021-07-24,708.875188,demanda,peninsular,2021
2021-07-25,647.414033,demanda,peninsular,2021
2021-07-26,741.7888519999999,demanda,peninsular,2021
2021-07-27,764.664988,demanda,peninsular,2021
2021-07-28,777.471567,demanda,peninsular,2021
2021-07-29,786.049111,demanda,peninsular,2021
2021-07-30,780.535725,demanda,peninsular,2021
2021-07-31,688.6021430000001,demanda,peninsular,2021
2021-08-01,610.030071,demanda,peninsular,2021
2021-08-02,692.2965389999999,demanda,peninsular,2021
2021-08-03,716.478894,demanda,peninsular,2021
2021-08-04,726.92959,demanda,peninsular,2021
2021-08-05,737.222091,demanda,peninsular,2021
2021-08-06,733.401456,demanda,peninsular,2021
2021-08-07,676.412684,demanda,peninsular,2021
2021-08-08,615.00122,demanda,peninsular,2021
2021-08-09,688.277519,demanda,peninsular,2021
2021-08-10,712.411101,demanda,peninsular,2021
2021-08-11,735.9656650000001,demanda,peninsular,2021
2021-08-12,755.611095,demanda,peninsular,2021
2021-08-13,762.760446,demanda,peninsular,2021
2021-08-14,734.160936,demanda,peninsular,2021
2021-08-15,692.7508780000001,demanda,peninsular,2021
2021-08-16,734.676191,demanda,peninsular,2021
2021-08-17,734.157383,demanda,peninsular,2021
2021-08-18,729.6624889999999,demanda,peninsular,2021
2021-08-19,723.091039,demanda,peninsular,2021
2021-08-20,723.16805,demanda,peninsular,2021
2021-08-21,680.1778850000001,demanda,peninsular,2021
2021-08-22,642.5478860000001,demanda,peninsular,2021
2021-08-23,740.216309,demanda,peninsular,2021
2021-08-24,749.61014,demanda,peninsular,2021
2021-08-25,738.207487,demanda,peninsular,2021
2021-08-26,746.460103,demanda,peninsular,2021
2021-08-27,752.000087,demanda,peninsular,2021
2021-08-28,680.131728,demanda,peninsular,2021
2021-08-29,625.714882,demanda,peninsular,2021
2021-08-30,722.450384,demanda,peninsular,2021
2021-08-31,747.811051,demanda,peninsular,2021
2021-09-01,746.405192,demanda,peninsular,2021
2021-09-02,733.2948279999999,demanda,peninsular,2021
2021-09-03,731.068102,demanda,peninsular,2021
2021-09-04,661.105572,demanda,peninsular,2021
2021-09-05,625.9475060000001,demanda,peninsular,2021
2021-09-06,750.941319,demanda,peninsular,2021
2021-09-07,778.331589,demanda,peninsular,2021
2021-09-08,758.832979,demanda,peninsular,2021
2021-09-09,759.765067,demanda,peninsular,2021
2021-09-10,743.10971,demanda,peninsular,2021
2021-09-11,664.0345189999999,demanda,peninsular,2021
2021-09-12,624.4711729999999,demanda,peninsular,2021
2021-09-13,730.599845,demanda,peninsular,2021
2021-09-14,744.88997,demanda,peninsular,2021
2021-09-15,740.6555960000001,demanda,peninsular,2021
2021-09-16,726.396632,demanda,peninsular,2021
2021-09-17,714.163921,demanda,peninsular,2021
2021-09-18,639.4929000000001,demanda,peninsular,2021
2021-09-19,588.0682780000001,demanda,peninsular,2021
2021-09-20,692.113328,demanda,peninsular,2021
2021-09-21,696.7757369999999,demanda,peninsular,2021
2021-09-22,701.743975,demanda,peninsular,2021
2021-09-23,704.5458140000001,demanda,peninsular,2021
2021-09-24,697.179551,demanda,peninsular,2021
2021-09-25,631.054818,demanda,peninsular,2021
2021-09-26,582.860409,demanda,peninsular,2021
2021-09-27,686.152044,demanda,peninsular,2021
2021-09-28,706.3054549999999,demanda,peninsular,2021
2021-09-29,710.1123980000001,demanda,peninsular,2021
2021-09-30,702.537831,demanda,peninsular,2021
2021-10-01,692.944543,demanda,peninsular,2021
2021-10-02,630.287998,demanda,peninsular,2021
2021-10-03,585.69262,demanda,peninsular,2021
2021-10-04,665.592111,demanda,peninsular,2021
2021-10-05,681.2847539999999,demanda,peninsular,2021
2021-10-06,695.359374,demanda,peninsular,2021
2021-10-07,689.344379,demanda,peninsular,2021
2021-10-08,685.1098129999999,demanda,peninsular,2021
2021-10-09,612.730729,demanda,peninsular,2021
2021-10-10,568.730598,demanda,peninsular,2021
2021-10-11,615.6411850000001,demanda,peninsular,2021
2021-10-12,577.417811,demanda,peninsular,2021
2021-10-13,668.727443,demanda,peninsular,2021
2021-10-14,682.5967589999999,demanda,peninsular,2021
2021-10-15,681.763233,demanda,peninsular,2021
2021-10-16,616.067047,demanda,peninsular,2021
2021-10-17,573.616151,demanda,peninsular,2021
2021-10-18,675.467776,demanda,peninsular,2021
2021-10-19,692.280722,demanda,peninsular,2021
2021-10-20,693.103655,demanda,peninsular,2021
2021-10-21,688.4803149999999,demanda,peninsular,2021
2021-10-22,682.264745,demanda,peninsular,2021
2021-10-23,612.0187090000001,demanda,peninsular,2021
2021-10-24,571.138872,demanda,peninsular,2021
2021-10-25,670.783825,demanda,peninsular,2021
2021-10-26,692.31942,demanda,peninsular,2021
2021-10-27,689.359293,demanda,peninsular,2021
2021-10-28,691.1472650000001,demanda,peninsular,2021
2021-10-29,692.264935,demanda,peninsular,2021
2021-10-30,626.694705,demanda,peninsular,2021
2021-10-31,597.2471859999999,demanda,peninsular,2021
2021-11-01,576.3677439999999,demanda,peninsular,2021
2021-11-02,674.854716,demanda,peninsular,2021
2021-11-03,695.2352659999999,demanda,peninsular,2021
2021-11-04,705.890141,demanda,peninsular,2021
2021-11-05,717.19316,demanda,peninsular,2021
2021-11-06,655.441422,demanda,peninsular,2021
2021-11-07,616.104014,demanda,peninsular,2021
2021-11-08,716.917625,demanda,peninsular,2021
2021-11-09,728.0031339999999,demanda,peninsular,2021
2021-11-10,737.414445,demanda,peninsular,2021
2021-11-11,738.439482,demanda,peninsular,2021
2021-11-12,731.746944,demanda,peninsular,2021
2021-11-13,652.720566,demanda,peninsular,2021
2021-11-14,612.965856,demanda,peninsular,2021
2021-11-15,725.7026800000001,demanda,peninsular,2021
2021-11-16,748.837812,demanda,peninsular,2021
2021-11-17,753.6891069999999,demanda,peninsular,2021
2021-11-18,755.571919,demanda,peninsular,2021
2021-11-19,746.4489120000001,demanda,peninsular,2021
2021-11-20,674.480947,demanda,peninsular,2021
2021-11-21,622.5045670000001,demanda,peninsular,2021
2021-11-22,744.436995,demanda,peninsular,2021
2021-11-23,774.690327,demanda,peninsular,2021
2021-11-24,786.755043,demanda,peninsular,2021
2021-11-25,787.163875,demanda,peninsular,2021
2021-11-26,781.000985,demanda,peninsular,2021
2021-11-27,716.586063,demanda,peninsular,2021
2021-11-28,685.695321,demanda,peninsular,2021
2021-11-29,782.1279549999999,demanda,peninsular,2021
2021-11-30,788.505669,demanda,peninsular,2021
2021-12-01,797.141836,demanda,peninsular,2021
2021-12-02,800.1944350000001,demanda,peninsular,2021
2021-12-03,790.8114969999999,demanda,peninsular,2021
2021-12-04,711.448518,demanda,peninsular,2021
2021-12-05,660.5806650000001,demanda,peninsular,2021
2021-12-06,667.1958460000001,demanda,peninsular,2021
2021-12-07,710.588895,demanda,peninsular,2021
2021-12-08,684.008281,demanda,peninsular,2021
2021-12-09,782.066188,demanda,peninsular,2021
2021-12-10,776.257295,demanda,peninsular,2021
2021-12-11,692.242959,demanda,peninsular,2021
2021-12-12,644.6789640000001,demanda,peninsular,2021
2021-12-13,758.492556,demanda,peninsular,2021
2021-12-14,783.3417360000001,demanda,peninsular,2021
2021-12-15,787.1938739999999,demanda,peninsular,2021
2021-12-16,792.100159,demanda,peninsular,2021
2021-12-17,783.162446,demanda,peninsular,2021
2021-12-18,706.20551,demanda,peninsular,2021
2021-12-19,660.6288619999999,demanda,peninsular,2021
2021-12-20,771.478461,demanda,peninsular,2021
2021-12-21,772.523695,demanda,peninsular,2021
2021-12-22,757.320524,demanda,peninsular,2021
2021-12-23,729.0895019999999,demanda,peninsular,2021
2021-12-24,637.631538,demanda,peninsular,2021
2021-12-25,547.513015,demanda,peninsular,2021
2021-12-26,582.595459,demanda,peninsular,2021
2021-12-27,657.559283,demanda,peninsular,2021
2021-12-28,663.701614,demanda,peninsular,2021
2021-12-29,657.200732,demanda,peninsular,2021
2021-12-30,653.6023730000001,demanda,peninsular,2021
2021-12-31,611.387919,demanda,peninsular,2021
2022-01-01,535.144786,demanda,peninsular,2022
2022-01-02,578.855186,demanda,peninsular,2022
2022-01-03,691.970774,demanda,peninsular,2022
2022-01-04,718.047874,demanda,peninsular,2022
2022-01-05,715.070234,demanda,peninsular,2022
2022-01-06,617.9363510000001,demanda,peninsular,2022
2022-01-07,703.00457,demanda,peninsular,2022
2022-01-08,686.615314,demanda,peninsular,2022
2022-01-09,657.0999039999999,demanda,peninsular,2022
2022-01-10,756.621212,demanda,peninsular,2022
2022-01-11,771.7110779999999,demanda,peninsular,2022
2022-01-12,777.310213,demanda,peninsular,2022
2022-01-13,788.5722830000001,demanda,peninsular,2022
2022-01-14,796.150956,demanda,peninsular,2022
2022-01-15,717.1641430000001,demanda,peninsular,2022
2022-01-16,672.3810679999999,demanda,peninsular,2022
2022-01-17,790.794183,demanda,peninsular,2022
2022-01-18,809.453033,demanda,peninsular,2022
2022-01-19,813.885767,demanda,peninsular,2022
2022-01-20,813.8411040000001,demanda,peninsular,2022
2022-01-21,812.933383,demanda,peninsular,2022
2022-01-22,728.5318860000001,demanda,peninsular,2022
2022-01-23,681.487178,demanda,peninsular,2022
2022-01-24,800.222601,demanda,peninsular,2022
2022-01-25,803.957158,demanda,peninsular,2022
2022-01-26,800.205701,demanda,peninsular,2022
2022-01-27,794.878473,demanda,peninsular,2022
2022-01-28,786.143822,demanda,peninsular,2022
2022-01-29,698.9690159999999,demanda,peninsular,2022
2022-01-30,648.503898,demanda,peninsular,2022
2022-01-31,761.8327830000001,demanda,peninsular,2022
2022-02-01,774.260763,demanda,peninsular,2022
2022-02-02,762.494554,demanda,peninsular,2022
